idPet,petName,Gender,typeOfPet,bornPetDay
3578012424760511,"Lion, african",Female,Panthera leo,Male
6333100874578894,"Stork, painted",Female,Mycteria leucocephala,Male
3533528371421322,"Bulbul, black-fronted",Female,Pycnonotus nigricans,Male
3551879739108532,"Wolf, timber",Female,Canis lupus lycaon,Male
4041597159488004,Horned puffin,Female,Fratercula corniculata,Male
633375597695914796,Giant girdled lizard,Male,Cordylus giganteus,Female
56022345699430653,"Raven, cape",Male,Corvus albicollis,Female
5108759454162893,Ringtail cat,Male,Bassariscus astutus,Male
675975062551104441,"Goose, greylag",Male,Anser anser,Male
4905769152699461246,Gray langur,Male,Semnopithecus entellus,Female
5602211033863295,Black-fronted bulbul,Female,Pycnonotus nigricans,Male
56022230929348695,Kalahari scrub robin,Male,Certotrichas paena,Female
3528492080976885,House sparrow,Female,Passer domesticus,Male
3529552911794812,"Ibis, glossy",Female,Plegadis falcinellus,Female
3540506735048800,"Squirrel, malabar",Male,Ratufa indica,Female
3585206683739940,"Alligator, mississippi",Male,Alligator mississippiensis,Female
3540841218575353,"Robin, kalahari scrub",Female,Certotrichas paena,Female
6304178185689231160,"Gull, herring",Male,unavailable,Female
30121351470040,Brazilian otter,Male,Pteronura brasiliensis,Male
3573238075735461,"Vulture, black",Male,Aegypius tracheliotus,Female
3558062350858742,"Rattlesnake, dusky",Female,Crotalus triseriatus,Female
3555111212344798,"Kangaroo, eastern grey",Female,Macropus giganteus,Female
3532109903812592,White spoonbill,Male,Platalea leucordia,Male
3567491988835401,"Spoonbill, white",Male,Platalea leucordia,Male
5536834366939316,Long-billed corella,Male,Cacatua tenuirostris,Female
3578474422362684,"Boa, cook's tree",Male,Corallus hortulanus cooki,Female
3541212766623236,"Armadillo, nine-banded",Female,Dasypus novemcinctus,Female
490369850284963291,Giant anteater,Male,Myrmecophaga tridactyla,Male
4041591849857645,"Gecko, barking",Male,Phylurus milli,Female
201708061475815,Collared lemming,Male,Dicrostonyx groenlandicus,Male
4903328525464108,"Wagtail, african pied",Male,Motacilla aguimp,Male
374288226200490,American bighorn sheep,Male,Ovis canadensis,Male
5610416693468497,"Flamingo, chilean",Female,Phoenicopterus chilensis,Female
3568342733490845,"Bear, sloth",Male,Melursus ursinus,Male
3535024650982638,Savanna baboon,Female,Papio cynocephalus,Female
3531502358297809,Javanese cormorant,Male,Phalacrocorax niger,Male
6396142626290877,"Moccasin, water",Female,Agkistrodon piscivorus,Female
4844857315927629,Serval,Female,Felis serval,Female
3567942407794983,"Darter, african",Female,Anhinga rufa,Male
3573425547311134,Southern brown bandicoot,Female,Isoodon obesulus,Female
4508375612391420,Frog (unidentified),Male,Rana sp.,Female
3545051550893522,Fisher,Male,Martes pennanti,Male
374283940213358,Osprey,Female,Pandon haliaetus,Female
3574667781427915,"Wallaby, bennett's",Male,Macropus rufogriseus,Male
3567802650591009,"Echidna, short-beaked",Female,Tachyglossus aculeatus,Male
4041595311997813,Eastern box turtle,Female,Terrapene carolina,Female
5100144721076838,Field flicker,Male,Colaptes campestroides,Female
3547988554203000,Guanaco,Male,Lama guanicoe,Male
5602232747352177,"Rattlesnake, dusky",Female,Crotalus triseriatus,Female
5514010787549036,White-mantled colobus,Male,Colobus guerza,Female
67595105523539606,"Sunbird, lesser double-collared",Male,Nectarinia chalybea,Female
5893386313133045,"Rhea, gray",Female,Rhea americana,Female
3584638776826237,Palm squirrel,Male,Funambulus pennati,Male
5100146586371824,Prehensile-tailed porcupine,Female,Coendou prehensilis,Female
348314617902503,Tree porcupine,Male,Coendou prehensilis,Male
5007664330205712,American buffalo,Female,Bison bison,Female
5610329485024891,Gray duiker,Male,Sylvicapra grimma,Female
493662411344892042,"Bee-eater, carmine",Female,Merops nubicus,Female
3546394248634372,White-faced tree rat,Female,Echimys chrysurus,Male
4844851251252720,"Cat, toddy",Female,Paradoxurus hermaphroditus,Male
201652320432086,"Parrot, hawk-headed",Female,Deroptyus accipitrinus,Male
3532705975203295,"Cockatoo, red-breasted",Female,Eolophus roseicapillus,Male
3533340336088265,"Baboon, olive",Female,Papio cynocephalus,Female
3584176842684330,"Monkey, rhesus",Male,Macaca mulatta,Female
337941345619174,Elegant crested tinamou,Male,Eudromia elegans,Male
3552424871533566,"Cat, cape wild",Male,Felis libyca,Male
3584970491314888,"Possum, western pygmy",Male,Cercatetus concinnus,Female
30276847383569,Kalahari scrub robin,Male,Certotrichas paena,Female
201618860043385,"Armadillo, common long-nosed",Male,Dasypus novemcinctus,Female
5002351215370150,"Macaw, blue and gold",Female,Ara ararauna,Female
560224720594302636,Wild water buffalo,Male,Bubalus arnee,Male
5610716828437950066,"Legaan, ground",Male,Varanus sp.,Female
30147375070433,"Hare, arctic",Female,Lepus arcticus,Female
5602244269852336,Silver-backed jackal,Female,Canis mesomelas,Male
0604100145263654965,Canada goose,Female,Branta canadensis,Male
4844541976681911,"White-eye, cape",Female,Zosterops pallidus,Female
3536903384333334,Short-beaked echidna,Male,Tachyglossus aculeatus,Male
5132696984754965,Lesser masked weaver,Male,Ploceus intermedius,Male
3556199009415508,"Squirrel, eurasian red",Male,Sciurus vulgaris,Female
3557139783610857,Coqui partridge,Male,Francolinus coqui,Female
5100139518845296,Common rhea,Female,Rhea americana,Female
3589385270242850,"Godwit, hudsonian",Male,Limosa haemastica,Female
3564982816747134,"Bird, pied butcher",Female,Cracticus nigroagularis,Male
3549928627403169,"Squirrel, indian giant",Female,Ratufa indica,Female
5602224186636079,Snow goose,Female,Anser caerulescens,Male
3543809763240522,"Drongo, fork-tailed",Female,Dicrurus adsimilis,Male
3550076322664887,European spoonbill,Male,Platalea leucordia,Female
201532309848538,Western bearded dragon,Male,Amphibolurus barbatus,Male
3573913570019716,Roseat flamingo,Male,Phoenicopterus ruber,Male
341140628797534,Woolly-necked stork,Female,Ciconia episcopus,Female
3589317111214038,African buffalo,Female,Snycerus caffer,Male
3558045699980632,Greylag goose,Female,Anser anser,Male
3542006081668739,"Dragon, western bearded",Female,Amphibolurus barbatus,Male
3529685083976492,"Crow, pied",Female,Corvus albus,Male
3570775398960378,"Skink, african",Female,Mabuya spilogaster,Female
6763664899943085,Comb duck,Female,Sarkidornis melanotos,Male
633333767825452600,Red-cheeked cordon bleu,Female,Uraeginthus bengalus,Female
3579750744285912,"Dog, bush",Female,Speothos vanaticus,Female
3551026830924355,Chimpanzee,Female,Pan troglodytes,Male
67624729199349100,"Whale, baleen",Female,Eubalaena australis,Male
6333968479479548443,Aardwolf,Male,Proteles cristatus,Female
3553604524145756,Desert spiny lizard,Female,Sceloporus magister,Male
4041590444550,"Eagle, tawny",Female,Anitibyx armatus,Male
5444192699619431,"Squirrel, red",Male,Tamiasciurus hudsonicus,Male
5100137768296467,Yellow-bellied marmot,Female,Marmota flaviventris,Male
5602246196910756,"Seal, northern elephant",Male,Mirounga angustirostris,Male
3566366292113409,"Rhea, common",Male,Rhea americana,Male
4405078154384787,Green vine snake,Male,Oxybelis fulgidus,Male
371463836458233,"Stork, white",Male,Ciconia ciconia,Female
3556257767463233,"Stork, greater adjutant",Female,Leptoptilus dubius,Male
3547746359370766,"Turtle, eastern box",Female,Terrapene carolina,Female
4917280954968741,"Goat, mountain",Female,Oreamnos americanus,Male
5602235467617158,African snake (unidentified),Female,unavailable,Male
6771550024623090,"Monkey, vervet",Female,Cercopithecus aethiops,Male
4017959340928,Red and blue macaw,Female,Ara chloroptera,Male
3582721862299956,"Lemur, brown",Male,Lemur fulvus,Female
4026443605949563,African ground squirrel (unidentified),Male,Xerus sp.,Female
3583860086741671,Greater kudu,Female,Tragelaphus strepsiceros,Female
30087164806268,Cape clawless otter,Male,Aonyx capensis,Female
56022511981394838,Striped dolphin,Male,Stenella coeruleoalba,Male
3580325768555065,"Antechinus, brown",Male,Antechinus flavipes,Male
3541614253154882,African wild cat,Female,Felis silvestris lybica,Female
30560784323849,Blacksmith plover,Female,Vanellus armatus,Male
3528782976366880,"Squirrel, nelson ground",Male,Ammospermophilus nelsoni,Female
5002356449036451,Asian water buffalo,Female,Bubalus arnee,Male
3573255688870469,"Eagle, tawny",Male,Anitibyx armatus,Male
5602238442506918,Pacific gull,Male,Gabianus pacificus,Male
374288798871397,Red-necked wallaby,Male,Macropus rufogriseus,Female
337941264098129,"Shelduck, european",Female,Tadorna tadorna,Male
374283123122806,"Wallaby, whip-tailed",Female,Macropus parryi,Female
4175005645605429,"Bee-eater, nubian",Male,Merops nubicus,Male
5020771610852480645,Sun gazer,Female,Cordylus giganteus,Female
201947036957636,"Dragon, netted rock",Male,Ctenophorus ornatus,Male
564182517649893599,Asian foreset tortoise,Male,Manouria emys,Female
3575639981427812,Long-nosed bandicoot,Male,Perameles nasuta,Male
30103827155215,Galapagos dove,Female,Zenaida galapagoensis,Female
3544256773586768,"Dolphin, striped",Male,Stenella coeruleoalba,Male
5610325271994008,Sidewinder,Male,Crotalus cerastes,Male
3563628593130306,Common goldeneye,Male,Bucephala clangula,Female
